call id,agent,date,time,topic,answered (Y/N),resolved,speed of answer in seconds,avg talk duration,satisfaction rating
ID1386,Joe,"Monday, 25 January, 2021",14:26:53,Technical Support,N,N,,0,
ID1387,Becky,"Monday, 25 January, 2021",14:34:05,Payment related,Y,Y,111,363,3
ID1388,Joe,"Monday, 25 January, 2021",14:34:05,Admin Support,Y,Y,56,198,3
ID1389,Dan,"Monday, 25 January, 2021",15:04:19,Contract related,Y,Y,78,310,4
ID1390,Stewart,"Monday, 25 January, 2021",15:04:19,Streaming,Y,Y,15,130,3
ID1391,Becky,"Monday, 25 January, 2021",15:05:46,Payment related,N,N,,0,
ID1392,Martha,"Monday, 25 January, 2021",15:05:46,Streaming,Y,Y,50,32,3
ID1393,Dan,"Monday, 25 January, 2021",15:20:10,Streaming,Y,Y,53,228,3
ID1394,Joe,"Monday, 25 January, 2021",15:20:10,Technical Support,Y,Y,106,395,1
ID1395,Diane,"Monday, 25 January, 2021",15:51:50,Admin Support,Y,Y,44,357,5
ID1396,Becky,"Monday, 25 January, 2021",15:51:50,Contract related,N,N,,0,
ID1397,Greg,"Monday, 25 January, 2021",15:53:17,Admin Support,Y,Y,31,293,3
ID1398,Joe,"Monday, 25 January, 2021",15:53:17,Admin Support,Y,Y,41,302,5
ID1399,Becky,"Monday, 25 January, 2021",16:13:26,Streaming,Y,Y,109,346,3
ID1400,Martha,"Monday, 25 January, 2021",16:13:26,Admin Support,Y,Y,13,69,3
ID1401,Diane,"Monday, 25 January, 2021",17:32:38,Payment related,Y,Y,19,398,5
ID1402,Stewart,"Monday, 25 January, 2021",17:32:38,Contract related,Y,Y,76,344,5
ID1403,Becky,"Tuesday, 26 January, 2021",09:05:46,Contract related,Y,Y,86,62,4
ID1404,Martha,"Tuesday, 26 January, 2021",09:05:46,Contract related,Y,Y,63,145,4
ID1405,Dan,"Tuesday, 26 January, 2021",09:30:14,Payment related,Y,Y,113,51,5
ID1406,Greg,"Tuesday, 26 January, 2021",09:30:14,Admin Support,Y,Y,84,77,3
ID1407,Jim,"Tuesday, 26 January, 2021",09:41:46,Admin Support,Y,N,41,206,4
ID1408,Becky,"Tuesday, 26 January, 2021",09:41:46,Payment related,Y,Y,13,233,3
ID1409,Stewart,"Tuesday, 26 January, 2021",09:51:50,Technical Support,N,N,,0,
ID1410,Jim,"Tuesday, 26 January, 2021",09:51:50,Payment related,Y,Y,79,170,3
ID1411,Diane,"Tuesday, 26 January, 2021",10:27:50,Contract related,Y,Y,103,151,3
ID1412,Diane,"Tuesday, 26 January, 2021",10:27:50,Contract related,Y,Y,68,138,3
ID1413,Diane,"Tuesday, 26 January, 2021",10:40:48,Contract related,Y,Y,57,329,2
ID1414,Stewart,"Tuesday, 26 January, 2021",10:40:48,Payment related,N,N,,0,
ID1415,Diane,"Tuesday, 26 January, 2021",10:50:53,Payment related,Y,Y,72,91,3
ID1416,Stewart,"Tuesday, 26 January, 2021",10:50:53,Streaming,Y,Y,53,352,5
ID1417,Becky,"Tuesday, 26 January, 2021",10:52:19,Contract related,Y,Y,16,215,1
ID1418,Becky,"Tuesday, 26 January, 2021",10:52:19,Technical Support,Y,Y,77,102,3
ID1419,Dan,"Tuesday, 26 January, 2021",10:59:31,Payment related,Y,Y,68,408,5
ID1420,Dan,"Tuesday, 26 January, 2021",10:59:31,Streaming,Y,Y,50,166,4
ID1421,Joe,"Tuesday, 26 January, 2021",11:19:41,Admin Support,N,N,,0,
ID1422,Dan,"Tuesday, 26 January, 2021",11:19:41,Payment related,Y,Y,68,316,3
ID1423,Diane,"Tuesday, 26 January, 2021",11:47:02,Streaming,Y,Y,39,232,5
ID1424,Diane,"Tuesday, 26 January, 2021",11:47:02,Contract related,Y,Y,78,395,4
ID1425,Diane,"Tuesday, 26 January, 2021",12:48:58,Streaming,Y,Y,106,112,3
ID1426,Becky,"Tuesday, 26 January, 2021",12:48:58,Streaming,N,N,,0,
ID1427,Dan,"Tuesday, 26 January, 2021",12:50:24,Admin Support,Y,Y,66,44,3
ID1428,Greg,"Tuesday, 26 January, 2021",12:50:24,Technical Support,Y,Y,120,261,5
ID1429,Stewart,"Tuesday, 26 January, 2021",12:56:10,Streaming,Y,Y,115,147,3
ID1430,Stewart,"Tuesday, 26 January, 2021",12:56:10,Payment related,Y,Y,28,277,4
ID1431,Dan,"Tuesday, 26 January, 2021",13:04:48,Streaming,Y,Y,57,90,3
ID1432,Diane,"Tuesday, 26 January, 2021",13:04:48,Streaming,Y,Y,110,317,2
ID1433,Dan,"Tuesday, 26 January, 2021",13:04:48,Technical Support,Y,Y,103,171,4
ID1434,Jim,"Tuesday, 26 January, 2021",13:04:48,Technical Support,Y,Y,94,372,5
ID1435,Jim,"Tuesday, 26 January, 2021",14:08:10,Streaming,Y,Y,61,287,5
ID1436,Stewart,"Tuesday, 26 January, 2021",14:08:10,Streaming,N,N,,0,
ID1437,Jim,"Tuesday, 26 January, 2021",14:18:14,Streaming,Y,Y,77,266,2
ID1438,Greg,"Tuesday, 26 January, 2021",14:18:14,Contract related,Y,Y,56,224,4
ID1439,Diane,"Tuesday, 26 January, 2021",14:26:53,Admin Support,Y,Y,65,402,5
ID1440,Becky,"Tuesday, 26 January, 2021",14:26:53,Technical Support,Y,Y,99,342,3
ID1441,Diane,"Tuesday, 26 January, 2021",14:51:22,Admin Support,Y,Y,40,288,3
ID1442,Stewart,"Tuesday, 26 January, 2021",14:51:22,Payment related,Y,Y,110,320,3
ID1443,Diane,"Tuesday, 26 January, 2021",15:15:50,Admin Support,Y,Y,109,52,1
ID1444,Martha,"Tuesday, 26 January, 2021",15:15:50,Contract related,Y,Y,116,308,3
ID1445,Martha,"Tuesday, 26 January, 2021",15:21:36,Streaming,Y,Y,82,138,2
ID1446,Greg,"Tuesday, 26 January, 2021",15:21:36,Contract related,Y,Y,65,149,4
ID1447,Dan,"Tuesday, 26 January, 2021",15:25:55,Contract related,Y,Y,24,209,4
ID1448,Diane,"Tuesday, 26 January, 2021",15:25:55,Payment related,Y,Y,125,82,5
ID1449,Greg,"Tuesday, 26 January, 2021",15:28:48,Admin Support,Y,Y,87,64,5
ID1450,Jim,"Tuesday, 26 January, 2021",15:28:48,Streaming,Y,Y,119,43,4
ID1451,Diane,"Tuesday, 26 January, 2021",15:30:14,Contract related,Y,Y,94,46,4
ID1452,Dan,"Tuesday, 26 January, 2021",15:30:14,Payment related,N,N,,0,
ID1453,Dan,"Tuesday, 26 January, 2021",15:37:26,Payment related,Y,Y,19,337,1
ID1454,Dan,"Tuesday, 26 January, 2021",15:37:26,Contract related,Y,Y,68,164,3
ID1455,Joe,"Tuesday, 26 January, 2021",16:00:29,Payment related,Y,Y,36,382,3
ID1456,Martha,"Tuesday, 26 January, 2021",16:00:29,Payment related,Y,Y,50,66,4
ID1457,Becky,"Tuesday, 26 January, 2021",16:06:14,Payment related,N,N,,0,
ID1458,Greg,"Tuesday, 26 January, 2021",16:06:14,Contract related,Y,Y,60,134,3
ID1459,Becky,"Tuesday, 26 January, 2021",17:18:14,Contract related,Y,Y,38,418,1
ID1460,Becky,"Tuesday, 26 January, 2021",17:18:14,Contract related,Y,Y,115,375,3
ID1461,Dan,"Tuesday, 26 January, 2021",17:52:48,Streaming,Y,Y,82,397,1
ID1462,Jim,"Tuesday, 26 January, 2021",17:52:48,Technical Support,Y,Y,34,258,2
ID1463,Diane,"Wednesday, 27 January, 2021",09:10:05,Streaming,Y,Y,95,175,3
ID1464,Diane,"Wednesday, 27 January, 2021",09:10:05,Contract related,Y,Y,13,194,5
ID1465,Becky,"Wednesday, 27 January, 2021",09:38:53,Technical Support,Y,Y,22,252,3
ID1466,Greg,"Wednesday, 27 January, 2021",09:38:53,Streaming,N,N,,0,
ID1467,Martha,"Wednesday, 27 January, 2021",09:41:46,Admin Support,Y,Y,86,172,1
ID1468,Joe,"Wednesday, 27 January, 2021",09:41:46,Contract related,Y,Y,20,263,4
ID1469,Greg,"Wednesday, 27 January, 2021",09:54:43,Payment related,N,N,,0,
ID1470,Martha,"Wednesday, 27 January, 2021",09:54:43,Contract related,Y,Y,36,261,4
ID1471,Martha,"Wednesday, 27 January, 2021",09:57:36,Streaming,Y,Y,118,207,4
ID1472,Stewart,"Wednesday, 27 January, 2021",09:57:36,Contract related,Y,Y,40,246,4
ID1473,Jim,"Wednesday, 27 January, 2021",10:43:41,Contract related,Y,Y,97,397,4
ID1474,Martha,"Wednesday, 27 January, 2021",10:43:41,Contract related,Y,Y,75,170,4
ID1475,Dan,"Wednesday, 27 January, 2021",11:09:36,Technical Support,Y,Y,61,159,3
ID1476,Dan,"Wednesday, 27 January, 2021",11:09:36,Streaming,Y,Y,125,365,5
ID1477,Jim,"Wednesday, 27 January, 2021",12:40:19,Contract related,N,N,,0,
ID1478,Dan,"Wednesday, 27 January, 2021",12:40:19,Technical Support,Y,Y,33,352,5
ID1479,Martha,"Wednesday, 27 January, 2021",13:00:29,Technical Support,N,N,,0,
ID1480,Martha,"Wednesday, 27 January, 2021",13:00:29,Streaming,Y,Y,50,231,5
ID1481,Jim,"Wednesday, 27 January, 2021",13:03:22,Admin Support,Y,Y,114,261,3
ID1482,Jim,"Wednesday, 27 January, 2021",13:03:22,Technical Support,N,N,,0,
ID1483,Dan,"Wednesday, 27 January, 2021",13:07:41,Streaming,Y,Y,58,121,4
ID1484,Diane,"Wednesday, 27 January, 2021",13:07:41,Streaming,Y,Y,86,207,2
ID1485,Dan,"Wednesday, 27 January, 2021",13:09:07,Streaming,Y,Y,45,233,5
ID1486,Dan,"Wednesday, 27 January, 2021",13:09:07,Streaming,Y,Y,84,153,2
ID1487,Diane,"Wednesday, 27 January, 2021",13:22:05,Contract related,Y,Y,15,414,2
ID1488,Stewart,"Wednesday, 27 January, 2021",13:22:05,Admin Support,Y,Y,47,247,2
ID1489,Dan,"Wednesday, 27 January, 2021",13:27:50,Payment related,Y,Y,27,157,3
ID1490,Martha,"Wednesday, 27 January, 2021",13:27:50,Admin Support,Y,Y,49,84,4
ID1491,Joe,"Wednesday, 27 January, 2021",13:52:19,Contract related,Y,Y,50,105,4
ID1492,Greg,"Wednesday, 27 January, 2021",13:52:19,Streaming,Y,Y,87,301,2
ID1493,Jim,"Wednesday, 27 January, 2021",14:45:36,Admin Support,Y,Y,87,394,3
ID1494,Jim,"Wednesday, 27 January, 2021",14:45:36,Payment related,Y,Y,15,358,3
ID1495,Dan,"Wednesday, 27 January, 2021",14:54:14,Technical Support,Y,Y,123,409,5
ID1496,Becky,"Wednesday, 27 January, 2021",14:54:14,Payment related,Y,Y,32,282,3
ID1497,Stewart,"Wednesday, 27 January, 2021",15:21:36,Payment related,Y,Y,10,85,5
ID1498,Dan,"Wednesday, 27 January, 2021",15:21:36,Admin Support,Y,Y,19,283,2
ID1499,Becky,"Wednesday, 27 January, 2021",15:23:02,Admin Support,Y,Y,10,364,5
ID1500,Diane,"Wednesday, 27 January, 2021",15:23:02,Streaming,N,N,,0,
ID1501,Stewart,"Wednesday, 27 January, 2021",15:40:19,Streaming,Y,Y,112,163,4
ID1502,Becky,"Wednesday, 27 January, 2021",15:40:19,Contract related,Y,N,10,222,4
ID1503,Jim,"Wednesday, 27 January, 2021",16:00:29,Admin Support,Y,Y,26,116,2
ID1504,Martha,"Wednesday, 27 January, 2021",16:00:29,Admin Support,Y,Y,96,389,4
ID1505,Dan,"Wednesday, 27 January, 2021",16:01:55,Payment related,Y,Y,99,262,3
ID1506,Greg,"Wednesday, 27 January, 2021",16:01:55,Technical Support,N,N,,0,
ID1507,Jim,"Wednesday, 27 January, 2021",16:10:34,Admin Support,Y,Y,77,195,5
ID1508,Joe,"Wednesday, 27 January, 2021",16:10:34,Admin Support,Y,Y,16,321,4
ID1509,Martha,"Wednesday, 27 January, 2021",16:58:05,Contract related,Y,Y,100,163,4
ID1510,Jim,"Wednesday, 27 January, 2021",16:58:05,Contract related,Y,Y,27,309,3
ID1511,Becky,"Wednesday, 27 January, 2021",17:00:58,Payment related,Y,Y,31,267,1
ID1512,Joe,"Wednesday, 27 January, 2021",17:00:58,Contract related,Y,Y,33,392,2
ID1513,Jim,"Wednesday, 27 January, 2021",17:12:29,Streaming,Y,Y,107,187,4
ID1514,Dan,"Wednesday, 27 January, 2021",17:12:29,Payment related,Y,Y,77,364,3
ID1515,Jim,"Wednesday, 27 January, 2021",17:18:14,Streaming,Y,Y,28,184,5
ID1516,Greg,"Wednesday, 27 January, 2021",17:18:14,Contract related,N,N,,0,
ID1517,Jim,"Wednesday, 27 January, 2021",17:42:43,Contract related,Y,Y,93,56,4
ID1518,Martha,"Wednesday, 27 January, 2021",17:42:43,Technical Support,N,N,,0,
ID1519,Jim,"Thursday, 28 January, 2021",09:04:19,Streaming,Y,Y,46,267,5
ID1520,Joe,"Thursday, 28 January, 2021",09:04:19,Streaming,Y,Y,14,341,3
ID1521,Greg,"Thursday, 28 January, 2021",09:11:31,Admin Support,Y,Y,58,297,3
ID1522,Martha,"Thursday, 28 January, 2021",09:11:31,Payment related,Y,Y,61,316,3
ID1523,Martha,"Thursday, 28 January, 2021",09:12:58,Payment related,Y,Y,38,384,4
ID1524,Martha,"Thursday, 28 January, 2021",09:12:58,Payment related,Y,Y,39,336,3
ID1525,Stewart,"Thursday, 28 January, 2021",09:46:05,Technical Support,Y,Y,87,94,4
ID1526,Stewart,"Thursday, 28 January, 2021",09:46:05,Technical Support,Y,Y,26,115,2
ID1527,Greg,"Thursday, 28 January, 2021",10:04:48,Technical Support,Y,N,120,87,4
ID1528,Dan,"Thursday, 28 January, 2021",10:04:48,Payment related,Y,Y,123,117,4
ID1529,Diane,"Thursday, 28 January, 2021",10:40:48,Contract related,Y,Y,48,91,3
ID1530,Diane,"Thursday, 28 January, 2021",10:40:48,Streaming,Y,N,58,155,1
ID1531,Martha,"Thursday, 28 January, 2021",10:52:19,Contract related,Y,Y,90,285,3
ID1532,Dan,"Thursday, 28 January, 2021",10:52:19,Payment related,Y,Y,104,371,5
ID1533,Stewart,"Thursday, 28 January, 2021",11:06:43,Streaming,Y,Y,41,188,4
ID1534,Greg,"Thursday, 28 January, 2021",11:06:43,Technical Support,Y,Y,26,107,5
ID1535,Becky,"Thursday, 28 January, 2021",11:21:07,Payment related,Y,Y,66,344,4
ID1536,Becky,"Thursday, 28 January, 2021",11:21:07,Admin Support,Y,Y,65,111,5
ID1537,Becky,"Thursday, 28 January, 2021",11:29:46,Admin Support,Y,Y,22,302,3
ID1538,Joe,"Thursday, 28 January, 2021",11:29:46,Streaming,Y,N,96,234,1
ID1539,Diane,"Thursday, 28 January, 2021",11:54:14,Technical Support,Y,Y,101,285,4
ID1540,Becky,"Thursday, 28 January, 2021",11:54:14,Admin Support,Y,Y,124,98,4
ID1541,Dan,"Thursday, 28 January, 2021",11:55:41,Contract related,Y,Y,28,325,3
ID1542,Becky,"Thursday, 28 January, 2021",11:55:41,Contract related,Y,Y,90,229,3
ID1543,Martha,"Thursday, 28 January, 2021",12:46:05,Contract related,Y,Y,111,235,5
ID1544,Becky,"Thursday, 28 January, 2021",12:46:05,Streaming,Y,Y,123,41,4
ID1545,Jim,"Thursday, 28 January, 2021",13:00:29,Contract related,N,N,,0,
ID1546,Dan,"Thursday, 28 January, 2021",13:00:29,Streaming,Y,Y,101,322,4
ID1547,Joe,"Thursday, 28 January, 2021",13:17:46,Admin Support,Y,Y,44,129,5
ID1548,Stewart,"Thursday, 28 January, 2021",13:17:46,Streaming,Y,Y,10,111,3
ID1549,Diane,"Thursday, 28 January, 2021",13:19:12,Streaming,Y,Y,45,206,1
ID1550,Stewart,"Thursday, 28 January, 2021",13:19:12,Technical Support,Y,Y,24,136,4
ID1551,Joe,"Thursday, 28 January, 2021",14:18:14,Payment related,Y,Y,70,353,1
ID1552,Martha,"Thursday, 28 January, 2021",14:18:14,Streaming,Y,Y,101,352,5
ID1553,Dan,"Thursday, 28 January, 2021",14:19:41,Streaming,Y,Y,23,196,3
ID1554,Joe,"Thursday, 28 January, 2021",14:19:41,Contract related,Y,N,86,231,3
ID1555,Dan,"Thursday, 28 January, 2021",14:32:38,Admin Support,Y,Y,25,135,2
ID1556,Jim,"Thursday, 28 January, 2021",14:32:38,Admin Support,Y,Y,46,177,4
ID1557,Diane,"Thursday, 28 January, 2021",14:57:07,Streaming,Y,Y,45,232,4
ID1558,Becky,"Thursday, 28 January, 2021",14:57:07,Technical Support,N,N,,0,
ID1559,Greg,"Thursday, 28 January, 2021",15:53:17,Technical Support,Y,Y,93,391,3
ID1560,Joe,"Thursday, 28 January, 2021",15:53:17,Payment related,Y,Y,61,121,1
ID1561,Diane,"Thursday, 28 January, 2021",16:13:26,Streaming,N,N,,0,
ID1562,Jim,"Thursday, 28 January, 2021",16:13:26,Streaming,Y,Y,66,156,3
ID1563,Greg,"Thursday, 28 January, 2021",16:19:12,Contract related,Y,Y,29,275,3
ID1564,Greg,"Thursday, 28 January, 2021",16:19:12,Admin Support,Y,Y,67,402,2
ID1565,Dan,"Thursday, 28 January, 2021",16:40:48,Contract related,Y,Y,94,103,4
ID1566,Joe,"Thursday, 28 January, 2021",16:40:48,Streaming,Y,N,80,300,4
ID1567,Dan,"Thursday, 28 January, 2021",17:03:50,Payment related,Y,Y,27,196,4
ID1568,Dan,"Thursday, 28 January, 2021",17:03:50,Streaming,Y,Y,41,197,4
ID1569,Martha,"Thursday, 28 January, 2021",17:16:48,Technical Support,Y,Y,84,257,4
ID1570,Greg,"Thursday, 28 January, 2021",17:16:48,Contract related,Y,Y,121,117,4
ID1571,Diane,"Thursday, 28 January, 2021",17:52:48,Payment related,Y,Y,61,43,1
ID1572,Martha,"Thursday, 28 January, 2021",17:52:48,Admin Support,N,N,,0,
ID1573,Diane,"Thursday, 28 January, 2021",18:00:00,Payment related,Y,Y,54,371,2
ID1574,Stewart,"Thursday, 28 January, 2021",18:00:00,Streaming,Y,Y,82,346,5
ID1575,Greg,"Friday, 29 January, 2021",09:02:53,Admin Support,Y,Y,55,188,4
ID1576,Jim,"Friday, 29 January, 2021",09:02:53,Admin Support,N,N,,0,
ID1577,Dan,"Friday, 29 January, 2021",09:08:38,Payment related,Y,Y,87,69,5
ID1578,Greg,"Friday, 29 January, 2021",09:08:38,Payment related,N,N,,0,
ID1579,Greg,"Friday, 29 January, 2021",09:20:10,Admin Support,Y,Y,22,297,3
ID1580,Stewart,"Friday, 29 January, 2021",09:20:10,Payment related,N,N,,0,
ID1581,Dan,"Friday, 29 January, 2021",09:57:36,Streaming,Y,Y,95,106,5
ID1582,Dan,"Friday, 29 January, 2021",09:57:36,Technical Support,Y,Y,23,375,4
ID1583,Greg,"Friday, 29 January, 2021",10:20:38,Admin Support,Y,Y,43,125,4
ID1584,Becky,"Friday, 29 January, 2021",10:20:38,Payment related,N,N,,0,
ID1585,Joe,"Friday, 29 January, 2021",10:29:17,Contract related,Y,Y,118,243,3
ID1586,Jim,"Friday, 29 January, 2021",10:29:17,Payment related,Y,Y,94,72,3
ID1587,Diane,"Friday, 29 January, 2021",10:50:53,Technical Support,Y,Y,59,295,4
ID1588,Jim,"Friday, 29 January, 2021",10:50:53,Technical Support,N,N,,0,
ID1589,Stewart,"Friday, 29 January, 2021",10:52:19,Admin Support,Y,Y,92,193,5
ID1590,Jim,"Friday, 29 January, 2021",10:52:19,Technical Support,Y,Y,51,160,2
ID1591,Diane,"Friday, 29 January, 2021",11:57:07,Payment related,N,N,,0,
ID1592,Greg,"Friday, 29 January, 2021",11:57:07,Technical Support,Y,Y,11,263,5
ID1593,Joe,"Friday, 29 January, 2021",12:44:38,Payment related,Y,Y,62,141,1
ID1594,Joe,"Friday, 29 January, 2021",12:44:38,Technical Support,Y,Y,122,298,3
ID1595,Dan,"Friday, 29 January, 2021",12:46:05,Streaming,Y,Y,37,323,3
ID1596,Stewart,"Friday, 29 January, 2021",12:46:05,Payment related,Y,N,42,217,4
ID1597,Diane,"Friday, 29 January, 2021",12:51:50,Technical Support,Y,Y,112,269,3
ID1598,Martha,"Friday, 29 January, 2021",12:51:50,Payment related,Y,Y,98,189,4
ID1599,Stewart,"Friday, 29 January, 2021",12:51:50,Payment related,Y,Y,105,193,2
ID1600,Diane,"Friday, 29 January, 2021",12:51:50,Technical Support,Y,Y,78,183,5
ID1601,Martha,"Friday, 29 January, 2021",13:00:29,Contract related,Y,Y,68,45,4
ID1602,Jim,"Friday, 29 January, 2021",13:00:29,Contract related,Y,Y,17,347,3
ID1603,Diane,"Friday, 29 January, 2021",13:04:48,Admin Support,Y,Y,23,80,4
ID1604,Diane,"Friday, 29 January, 2021",13:04:48,Admin Support,Y,Y,39,69,1
ID1605,Greg,"Friday, 29 January, 2021",13:12:00,Contract related,Y,Y,102,285,3
ID1606,Dan,"Friday, 29 January, 2021",13:12:00,Admin Support,Y,N,75,330,3
ID1607,Becky,"Friday, 29 January, 2021",13:37:55,Contract related,Y,Y,14,130,4
ID1608,Dan,"Friday, 29 January, 2021",13:37:55,Payment related,Y,Y,77,156,3
ID1609,Diane,"Friday, 29 January, 2021",14:11:02,Streaming,Y,N,83,34,4
ID1610,Stewart,"Friday, 29 January, 2021",14:11:02,Technical Support,N,N,,0,
ID1611,Stewart,"Friday, 29 January, 2021",14:32:38,Contract related,N,N,,0,
ID1612,Dan,"Friday, 29 January, 2021",14:32:38,Admin Support,Y,Y,65,313,5
ID1613,Becky,"Friday, 29 January, 2021",14:49:55,Contract related,Y,Y,23,45,4
ID1614,Jim,"Friday, 29 January, 2021",14:49:55,Streaming,Y,Y,34,234,3
ID1615,Diane,"Friday, 29 January, 2021",15:08:38,Technical Support,Y,Y,45,351,3
ID1616,Diane,"Friday, 29 January, 2021",15:08:38,Technical Support,Y,Y,29,288,3
ID1617,Stewart,"Friday, 29 January, 2021",15:21:36,Contract related,Y,Y,84,403,3
ID1618,Joe,"Friday, 29 January, 2021",15:21:36,Payment related,Y,N,105,143,3
ID1619,Diane,"Friday, 29 January, 2021",15:44:38,Payment related,Y,Y,75,258,2
ID1620,Jim,"Friday, 29 January, 2021",15:44:38,Contract related,Y,Y,20,413,3
ID1621,Greg,"Friday, 29 January, 2021",15:46:05,Admin Support,Y,Y,88,350,5
ID1622,Stewart,"Friday, 29 January, 2021",15:46:05,Technical Support,Y,Y,93,189,5
ID1623,Dan,"Friday, 29 January, 2021",15:51:50,Technical Support,Y,Y,65,108,3
ID1624,Becky,"Friday, 29 January, 2021",15:51:50,Payment related,N,N,,0,
ID1625,Joe,"Friday, 29 January, 2021",16:10:34,Streaming,N,N,,0,
ID1626,Joe,"Friday, 29 January, 2021",16:10:34,Technical Support,N,N,,0,
ID1627,Greg,"Friday, 29 January, 2021",17:12:29,Payment related,Y,N,124,258,5
ID1628,Martha,"Friday, 29 January, 2021",17:12:29,Contract related,Y,Y,44,157,4
ID1629,Greg,"Friday, 29 January, 2021",17:41:17,Admin Support,Y,Y,28,39,4
ID1630,Diane,"Friday, 29 January, 2021",17:41:17,Streaming,Y,N,43,128,4
ID1631,Stewart,"Friday, 29 January, 2021",17:52:48,Technical Support,N,N,,0,
ID1632,Stewart,"Friday, 29 January, 2021",17:52:48,Admin Support,Y,Y,53,104,4
ID1633,Diane,"Saturday, 30 January, 2021",09:05:46,Contract related,Y,Y,84,102,4
ID1634,Becky,"Saturday, 30 January, 2021",09:05:46,Payment related,Y,Y,84,298,5
ID1635,Dan,"Saturday, 30 January, 2021",09:47:31,Admin Support,Y,Y,12,356,5
ID1636,Jim,"Saturday, 30 January, 2021",09:47:31,Contract related,Y,Y,85,222,3
ID1637,Diane,"Saturday, 30 January, 2021",09:53:17,Streaming,Y,Y,124,61,4
ID1638,Becky,"Saturday, 30 January, 2021",09:53:17,Payment related,Y,N,92,121,5
ID1639,Stewart,"Saturday, 30 January, 2021",10:07:41,Technical Support,Y,Y,116,210,1
ID1640,Joe,"Saturday, 30 January, 2021",10:07:41,Streaming,Y,Y,118,166,2
ID1641,Greg,"Saturday, 30 January, 2021",10:09:07,Technical Support,Y,Y,99,152,2
ID1642,Joe,"Saturday, 30 January, 2021",10:09:07,Payment related,Y,Y,77,264,4
ID1643,Jim,"Saturday, 30 January, 2021",10:27:50,Technical Support,Y,Y,57,266,5
ID1644,Martha,"Saturday, 30 January, 2021",10:27:50,Streaming,Y,Y,113,154,3
ID1645,Becky,"Saturday, 30 January, 2021",10:40:48,Payment related,Y,Y,22,43,3
ID1646,Diane,"Saturday, 30 January, 2021",10:40:48,Payment related,Y,Y,20,298,4
ID1647,Dan,"Saturday, 30 January, 2021",11:12:29,Streaming,N,N,,0,
ID1648,Jim,"Saturday, 30 January, 2021",11:12:29,Technical Support,Y,Y,23,359,5
ID1649,Jim,"Saturday, 30 January, 2021",11:26:53,Contract related,Y,Y,79,274,4
ID1650,Stewart,"Saturday, 30 January, 2021",11:26:53,Contract related,Y,N,94,416,5
ID1651,Jim,"Saturday, 30 January, 2021",11:52:48,Technical Support,Y,Y,118,133,4
ID1652,Martha,"Saturday, 30 January, 2021",11:52:48,Admin Support,Y,N,68,158,2
ID1653,Diane,"Saturday, 30 January, 2021",12:17:17,Streaming,Y,Y,53,84,3
ID1654,Stewart,"Saturday, 30 January, 2021",12:17:17,Admin Support,Y,Y,52,370,3
ID1655,Dan,"Saturday, 30 January, 2021",12:23:02,Payment related,Y,Y,13,351,3
ID1656,Diane,"Saturday, 30 January, 2021",12:23:02,Contract related,Y,Y,78,274,5
ID1657,Dan,"Saturday, 30 January, 2021",12:37:26,Contract related,Y,Y,32,125,4
ID1658,Martha,"Saturday, 30 January, 2021",12:37:26,Contract related,N,N,,0,
ID1659,Martha,"Saturday, 30 January, 2021",12:40:19,Admin Support,Y,Y,13,123,4
ID1660,Greg,"Saturday, 30 January, 2021",12:40:19,Streaming,Y,N,91,241,3
ID1661,Jim,"Saturday, 30 January, 2021",12:44:38,Admin Support,Y,Y,41,88,3
ID1662,Becky,"Saturday, 30 January, 2021",12:44:38,Streaming,Y,Y,69,418,2
ID1663,Stewart,"Saturday, 30 January, 2021",12:48:58,Payment related,Y,Y,116,373,4
ID1664,Becky,"Saturday, 30 January, 2021",12:48:58,Payment related,Y,N,98,371,5
ID1665,Dan,"Saturday, 30 January, 2021",12:51:50,Payment related,Y,Y,16,248,1
ID1666,Martha,"Saturday, 30 January, 2021",12:51:50,Technical Support,Y,Y,43,114,1
ID1667,Dan,"Saturday, 30 January, 2021",13:03:22,Streaming,Y,Y,17,220,5
ID1668,Becky,"Saturday, 30 January, 2021",13:03:22,Technical Support,Y,Y,27,167,5
ID1669,Becky,"Saturday, 30 January, 2021",13:39:22,Admin Support,Y,Y,88,372,5
ID1670,Dan,"Saturday, 30 January, 2021",13:39:22,Technical Support,Y,N,45,410,4
ID1671,Joe,"Saturday, 30 January, 2021",14:00:58,Technical Support,Y,N,19,136,4
ID1672,Joe,"Saturday, 30 January, 2021",14:00:58,Payment related,N,N,,0,
ID1673,Stewart,"Saturday, 30 January, 2021",14:09:36,Contract related,Y,Y,85,184,4
ID1674,Stewart,"Saturday, 30 January, 2021",14:09:36,Payment related,N,N,,0,
ID1675,Stewart,"Saturday, 30 January, 2021",14:11:02,Payment related,Y,N,122,216,3
ID1676,Becky,"Saturday, 30 January, 2021",14:11:02,Technical Support,Y,Y,78,341,2
ID1677,Joe,"Saturday, 30 January, 2021",14:36:58,Payment related,Y,N,68,65,2
ID1678,Greg,"Saturday, 30 January, 2021",14:36:58,Streaming,Y,Y,33,275,3
ID1679,Becky,"Saturday, 30 January, 2021",15:00:00,Payment related,Y,Y,19,357,1
ID1680,Martha,"Saturday, 30 January, 2021",15:00:00,Contract related,Y,Y,97,413,5
ID1681,Joe,"Saturday, 30 January, 2021",15:38:53,Payment related,Y,Y,33,79,2
